		HOLA	                                                                             TEL.	4282-9358 / 1555234202 / 1522112978 / 				494*7130					
	BLONDAS	BLONDAS DE PAPEL CALADAS	DIAMETRO 32  CMS	$51,00	100,00	$47,00	1,00	$47,00	7,84	PAQ	PAQ DE 100 UNID.  DE DIAMETRO 32  CMS A $51 C/U	1 PAQS DE $47 C/U A $47	0,01 PAQS DE 100 UNIDADES A $47
	BLONDAS	BLONDAS DE PAPEL CALADAS	DIAMETRO 38  CMS	$65,00	100,00	$60,00	1,00	$60,00	7,69	PAQ	PAQ DE 100 UNID.  DE DIAMETRO 38  CMS A $65 C/U	1 PAQS DE $60 C/U A $60	0,01 PAQS DE 100 UNIDADES A $60
	BLONDAS	BLONDAS DE PAPEL CALADAS	RECTANGULARES 18 X 25 CMS	$33,00	100,00	$30,00	1,00	$30,00	9,09	PAQ	PAQ DE 100 UNID.  DE RECTANGULARES 18 X 25 CMS A $33 C/U	1 PAQS DE $30 C/U A $30	0,01 PAQS DE 100 UNIDADES A $30
	BLONDAS	BLONDAS DE PAPEL CALADAS	RECTANGULARES 21 X 27 CMS	$38,00	100,00	$34,00	1,00	$34,00	10,53	PAQ	PAQ DE 100 UNID.  DE RECTANGULARES 21 X 27 CMS A $38 C/U	1 PAQS DE $34 C/U A $34	0,01 PAQS DE 100 UNIDADES A $34
	BLONDAS	BLONDAS DE PAPEL CALADAS	RECTANGULARES 26 X 32 CMS	$46,00	100,00	$42,00	1,00	$42,00	8,70	PAQ	PAQ DE 100 UNID.  DE RECTANGULARES 26 X 32 CMS A $46 C/U	1 PAQS DE $42 C/U A $42	0,01 PAQS DE 100 UNIDADES A $42
	BLONDAS	BLONDAS DE PAPEL CALADAS	RECTANGULARES 31 X 38 CMS	$59,00	100,00	$55,00	1,00	$55,00	6,78	PAQ	PAQ DE 100 UNID.  DE RECTANGULARES 31 X 38 CMS A $59 C/U	1 PAQS DE $55 C/U A $55	0,01 PAQS DE 100 UNIDADES A $55
	BLONDAS	BLONDAS DE PAPEL CALADAS	RECTANGULARES 35 X 45 CMS	$73,00	100,00	$68,00	1,00	$68,00	6,85	PAQ	PAQ DE 100 UNID.  DE RECTANGULARES 35 X 45 CMS A $73 C/U	1 PAQS DE $68 C/U A $68	0,01 PAQS DE 100 UNIDADES A $68
													
COD.			            BOMBONERA DE CARTON 	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	BOMBONERAS	BOMBONERAS DE CARTON	1/4 KG	$5,00	1,00	$4,50	50,00	$225,00	10,00	NOSE	1 NOSE DE 1/4 KG A $5	50 NOSES A $4,5 C/U	50 NOSES A $225
	BOMBONERAS	BOMBONERAS DE CARTON	1/2 KG	$6,00	1,00	$5,40	40,00	$216,00	10,00	NOSE	1 NOSE DE 1/2 KG A $6	40 NOSES A $5,4 C/U	40 NOSES A $216
	BOMBONERAS	BOMBONERAS DE CARTON	1   KG	$7,00	1,00	$6,30	20,00	$126,00	10,00	NOSE	1 NOSE DE 1   KG A $7	20 NOSES A $6,3 C/U	20 NOSES A $126
													
COD.			        CAJAS DE CARTON CORRUGADO	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR 20 X 20 X 20	$5,00	1,00	$4,50	25,00	$112,50	10,00	NOSE	1 NOSE DE P/ ARMAR 20 X 20 X 20 A $5	25 NOSES A $4,5 C/U	25 NOSES A $112,5
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR 30 X 20 X 20	$6,00	1,00	$5,40	25,00	$135,00	10,00	NOSE	1 NOSE DE P/ ARMAR 30 X 20 X 20 A $6	25 NOSES A $5,4 C/U	25 NOSES A $135
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR 35 X 25 X 25	$7,00	1,00	$6,28	25,00	$157,00	10,29	NOSE	1 NOSE DE P/ ARMAR 35 X 25 X 25 A $7	25 NOSES A $6,28 C/U	25 NOSES A $157
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR 40 X 30 X 20	$8,00	1,00	$7,20	25,00	$180,00	10,00	NOSE	1 NOSE DE P/ ARMAR 40 X 30 X 20 A $8	25 NOSES A $7,2 C/U	25 NOSES A $180
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR 40 X 30 X 30	$10,00	1,00	$9,00	25,00	$225,00	10,00	NOSE	1 NOSE DE P/ ARMAR 40 X 30 X 30 A $10	25 NOSES A $9 C/U	25 NOSES A $225
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR 50 X 40 X 30	$14,00	1,00	$12,60	25,00	$315,00	10,00	NOSE	1 NOSE DE P/ ARMAR 50 X 40 X 30 A $14	25 NOSES A $12,6 C/U	25 NOSES A $315
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR 50 X 40 X 40	$15,00	1,00	$13,48	25,00	$337,00	10,13	NOSE	1 NOSE DE P/ ARMAR 50 X 40 X 40 A $15	25 NOSES A $13,48 C/U	25 NOSES A $337
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR 60 X 40 X 40	$17,00	1,00	$15,30	20,00	$306,00	10,00	NOSE	1 NOSE DE P/ ARMAR 60 X 40 X 40 A $17	20 NOSES A $15,3 C/U	20 NOSES A $306
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR 70 X 50 X 50	$25,00	1,00	$22,50	10,00	$225,00	10,00	NOSE	1 NOSE DE P/ ARMAR 70 X 50 X 50 A $25	10 NOSES A $22,5 C/U	10 NOSES A $225
	CAJAS	CAJAS DE CARTON CORRUGADO	P/ ARMAR   NAVIDEÑAS	$10,00	1,00	$9,00	25,00	$225,00	10,00	NOSE	1 NOSE DE P/ ARMAR   NAVIDEÑAS A $10	25 NOSES A $9 C/U	25 NOSES A $225
													
COD.			                  CARTON CORRUGADO	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	CARTON	CARTON CORRUGADO	80   CMS  X 25/30 METROS 	$49,00	1,00	$44,00	1,00	$44,00	10,20	ROLLO	1 ROLLO DE 80   CMS  X 25/30 METROS  A $49	1 ROLLOS A $44 C/U	1 ROLLOS A $44
	CARTON	CARTON CORRUGADO	90   CMS  X 25/30 METROS	$56,00	1,00	$51,00	1,00	$51,00	8,93	ROLLO	1 ROLLO DE 90   CMS  X 25/30 METROS A $56	1 ROLLOS A $51 C/U	1 ROLLOS A $51
	CARTON	CARTON CORRUGADO	100 CMS  X 25/30 METROS	$62,00	1,00	$56,00	1,00	$56,00	9,68	ROLLO	1 ROLLO DE 100 CMS  X 25/30 METROS A $62	1 ROLLOS A $56 C/U	1 ROLLOS A $56
	CARTON	CARTON CORRUGADO	120 CMS  X 25/30 METROS 	$68,00	1,00	$61,00	1,00	$61,00	10,29	ROLLO	1 ROLLO DE 120 CMS  X 25/30 METROS  A $68	1 ROLLOS A $61 C/U	1 ROLLOS A $61
	CARTON	CARTON CORRUGADO	140 CMS  X 25/30 METROS	$74,00	1,00	$66,00	1,00	$66,00	10,81	ROLLO	1 ROLLO DE 140 CMS  X 25/30 METROS A $74	1 ROLLOS A $66 C/U	1 ROLLOS A $66
													
COD.			        PORTAPANCHO/CUCURUCHO	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	VARIOS	PORTAPANCHO	GRIS 	$63,00	500,00	$56,70	1,00	$56,70	10,00	PAQ	PAQ DE 500 UNIDADES  DE GRIS  A $63 C/U	1 PAQS A $56,7 C/U	0,002 PAQS DE 500 UNIDADES A $56,7
	VARIOS	CUCURUCHO	PAPA FRITA	$75,00	300,00	$67,00	1,00	$67,00	10,67	PAQ	PAQ DE 300 UNIDADES  DE PAPA FRITA A $75 C/U	1 PAQS A $67 C/U	0,003333333333 PAQS DE 300 UNIDADES A $67
													
COD.			         FUNDAS PARA ROPA DE P.P                     X MENOR                                                                   X MAYOR	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	FUNDAS	FUNDAS DE POLIPROPILENO PARA ROPA 	45 X 70 CMS	$168,00	100,00	$153,00	1,00	$153,00	8,93	PAQ	PAQ DE 100 UNIDADES  DE 45 X 70 CMS A $168 C/U	1 PAQS A $153 C/U	0,01 PAQS DE 100 UNIDADES A $153
	FUNDAS	FUNDAS DE POLIPROPILENO PARA ROPA 	50 X 80 CMS	$195,00	100,00	$178,00	1,00	$178,00	8,72	PAQ	PAQ DE 100 UNIDADES  DE 50 X 80 CMS A $195 C/U	1 PAQS A $178 C/U	0,01 PAQS DE 100 UNIDADES A $178
	FUNDAS	FUNDAS DE POLIPROPILENO PARA ROPA 	60 X 90 CMS	$280,00	100,00	$254,00	1,00	$254,00	9,29	PAQ	PAQ DE 100 UNIDADES  DE 60 X 90 CMS A $280 C/U	1 PAQS A $254 C/U	0,01 PAQS DE 100 UNIDADES A $254
													
COD.			       MOLDES DE PAPEL P/PAN DULCE	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	MOLDES	MOLDES DE PAPEL PARA PAN DULCE	 X 100 GRS	$0,60	100,00	$0,53	1.000,00	$530,00	11,67	PAQ	PAQ DE 100 UNIDADES  DE  X 100 GRS A $0,6 C/U	1000 PAQS A $0,53 C/U	10 PAQS DE 100 UNIDADES A $530
	MOLDES	MOLDES DE PAPEL PARA PAN DULCE	 X 250 GRS	$0,70	100,00	$0,60	1.000,00	$600,00	14,29	PAQ	PAQ DE 100 UNIDADES  DE  X 250 GRS A $0,7 C/U	1000 PAQS A $0,6 C/U	10 PAQS DE 100 UNIDADES A $600
	MOLDES	MOLDES DE PAPEL PARA PAN DULCE	 X 500 GRS	$0,85	100,00	$0,72	1.000,00	$720,00	15,29	PAQ	PAQ DE 100 UNIDADES  DE  X 500 GRS A $0,85 C/U	1000 PAQS A $0,72 C/U	10 PAQS DE 100 UNIDADES A $720
	MOLDES	MOLDES DE PAPEL PARA PAN DULCE	 X 700 GRS	$0,95	100,00	$0,80	1.000,00	$800,00	15,79	PAQ	PAQ DE 100 UNIDADES  DE  X 700 GRS A $0,95 C/U	1000 PAQS A $0,8 C/U	10 PAQS DE 100 UNIDADES A $800
	MOLDES	MOLDES DE PAPEL PARA PAN DULCE	 X 1000GRS	$1,00	100,00	$0,84	1.000,00	$840,00	16,00	PAQ	PAQ DE 100 UNIDADES  DE  X 1000GRS A $1 C/U	1000 PAQS A $0,84 C/U	10 PAQS DE 100 UNIDADES A $840
	MOLDES	MOLDES DE PAPEL PARA BUDIN	 CON ALETA X 40	$1,00	100,00	$0,88	1.000,00	$880,00	12,00	PAQ	PAQ DE 100 UNIDADES  DE  CON ALETA X 40 A $1 C/U	1000 PAQS A $0,88 C/U	10 PAQS DE 100 UNIDADES A $880
	MOLDES	MOLDES DE PAPEL PARA BISCOCHUELO	 N° 20X50	$1,90	100,00	$1,61	100,00	$161,00	15,26	PAQ	PAQ DE 100 UNIDADES  DE  N° 20X50 A $1,9 C/U	100 PAQS A $1,61 C/U	1 PAQS DE 100 UNIDADES A $161
	MOLDES	MOLDES DE PAPEL PARA BISCOCHUELO	 N° 22X50	$2,00	100,00	$1,71	100,00	$171,00	14,50	PAQ	PAQ DE 100 UNIDADES  DE  N° 22X50 A $2 C/U	100 PAQS A $1,71 C/U	1 PAQS DE 100 UNIDADES A $171
	MOLDES	MOLDES DE PAPEL PARA ROSCA	 N°20X50	$2,20	100,00	$1,82	100,00	$182,00	17,27	PAQ	PAQ DE 100 UNIDADES  DE  N°20X50 A $2,2 C/U	100 PAQS A $1,82 C/U	1 PAQS DE 100 UNIDADES A $182
	MOLDES	MOLDES DE PAPEL PARA ROSCA	 N°22X50	$2,30	100,00	$1,92	100,00	$192,00	16,52	PAQ	PAQ DE 100 UNIDADES  DE  N°22X50 A $2,3 C/U	100 PAQS A $1,92 C/U	1 PAQS DE 100 UNIDADES A $192
													
COD.			  PAPEL HIGIENICO/ROLLO DE COCINA	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	ROLLOS	PAPEL HIGIENICO	100 MTS X 30 BLANCO 	$135,00	4,00	$10,08	12,00	$120,96	92,53	PAQ	PAQ DE 4 UNIDADES  DE 100 MTS X 30 BLANCO  A $135 C/U	12 PAQS A $10,08 C/U	3 PAQS DE 4 UNIDADES A $120,96
	ROLLOS	PAPEL HIGIENICO	80   MTS X 30 BLANCO	$115,00	4,00	$6,33	15,00	$94,95	94,50	PAQ	PAQ DE 4 UNIDADES  DE 80   MTS X 30 BLANCO A $115 C/U	15 PAQS A $6,33 C/U	3,75 PAQS DE 4 UNIDADES A $94,95
	ROLLOS	PAPEL HIGIENICO	300 MTS  P/EXPENDEDOR	$135,00	8,00	$128,00	1,00	$128,00	5,19	PAQ	PAQ DE 8 UNIDADES  DE 300 MTS  P/EXPENDEDOR A $135 C/U	1 PAQS A $128 C/U	0,125 PAQS DE 8 UNIDADES A $128
	ROLLOS	ROLLOS DE COCINA	SUSSEX( MAX) 20 x 100 P	$150,00	3,00	$13,50	10,00	$135,00	91,00	PAQ	PAQ DE 3 UNIDADES  DE SUSSEX( MAX) 20 x 100 P A $150 C/U	10 PAQS A $13,5 C/U	3,333333333 PAQS DE 3 UNIDADES A $135
	ROLLOS	ROLLOS DE COCINA	DICHA  16 X 50 P	$88,00	3,00	$82,00	1,00	$82,00	6,82	PAQ	PAQ DE 3 UNIDADES  DE DICHA  16 X 50 P A $88 C/U	1 PAQS A $82 C/U	0,3333333333 PAQS DE 3 UNIDADES A $82
													
COD.			           BOLSAS DE FANTASIA/RIÑON	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	BOLSAS	BOLSAS DE FANTASIA CON RIÑON	17 X 25 CMS  	$44,00	100,00	$36,00	1,00	$36,00	18,18	PAQ	PAQ DE 100 UNIDADES  DE 17 X 25 CMS   A $44 C/U	1 PAQS A $36 C/U	0,01 PAQS DE 100 UNIDADES A $36
	BOLSAS	BOLSAS DE FANTASIA CON RIÑON	20 X 30 CMS 	$25,00	50,00	$22,00	1,00	$22,00	12,00	PAQ	PAQ DE 50 UNIDADES  DE 20 X 30 CMS  A $25 C/U	1 PAQS A $22 C/U	0,02 PAQS DE 50 UNIDADES A $22
	BOLSAS	BOLSAS DE FANTASIA CON RIÑON	25 X 35 CMS 	$30,00	50,00	$27,00	1,00	$27,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE 25 X 35 CMS  A $30 C/U	1 PAQS A $27 C/U	0,02 PAQS DE 50 UNIDADES A $27
	BOLSAS	BOLSAS DE FANTASIA CON RIÑON	30 X 40 CMS 	$46,00	50,00	$38,00	1,00	$38,00	17,39	PAQ	PAQ DE 50 UNIDADES  DE 30 X 40 CMS  A $46 C/U	1 PAQS A $38 C/U	0,02 PAQS DE 50 UNIDADES A $38
	BOLSAS	BOLSAS DE FANTASIA CON RIÑON	35 X 45 CMS 	$54,00	50,00	$51,00	1,00	$51,00	5,56	PAQ	PAQ DE 50 UNIDADES  DE 35 X 45 CMS  A $54 C/U	1 PAQS A $51 C/U	0,02 PAQS DE 50 UNIDADES A $51
	BOLSAS	BOLSAS DE FANTASIA CON RIÑON	40 X 50 CMS 	$80,00	50,00	$64,00	1,00	$64,00	20,00	PAQ	PAQ DE 50 UNIDADES  DE 40 X 50 CMS  A $80 C/U	1 PAQS A $64 C/U	0,02 PAQS DE 50 UNIDADES A $64
	BOLSAS	BOLSAS DE FANTASIA CON RIÑON	50 X 60 CMS 	$110,00	50,00	$99,00	1,00	$99,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE 50 X 60 CMS  A $110 C/U	1 PAQS A $99 C/U	0,02 PAQS DE 50 UNIDADES A $99
													
COD.			                              PIROTINES	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	PIROTINES	PIROTINES	N°3	$25,00	1.000,00	$22,00	1,00	$22,00	12,00	CAJA	CAJA DE 1000 UNIDADES  DE N°3 A $25 C/U	1 CAJAS A $22 C/U	0,001 CAJAS DE 1000 UNIDADES A $22
	PIROTINES	PIROTINES	N°4	$27,00	1.000,00	$24,00	1,00	$24,00	11,11	CAJA	CAJA DE 1000 UNIDADES  DE N°4 A $27 C/U	1 CAJAS A $24 C/U	0,001 CAJAS DE 1000 UNIDADES A $24
	PIROTINES	PIROTINES	N°5	$33,00	1.000,00	$30,00	1,00	$30,00	9,09	CAJA	CAJA DE 1000 UNIDADES  DE N°5 A $33 C/U	1 CAJAS A $30 C/U	0,001 CAJAS DE 1000 UNIDADES A $30
	PIROTINES	PIROTINES	N°6	$37,00	1.000,00	$33,00	1,00	$33,00	10,81	CAJA	CAJA DE 1000 UNIDADES  DE N°6 A $37 C/U	1 CAJAS A $33 C/U	0,001 CAJAS DE 1000 UNIDADES A $33
	PIROTINES	PIROTINES	N°7	$43,00	1.000,00	$39,00	1,00	$39,00	9,30	CAJA	CAJA DE 1000 UNIDADES  DE N°7 A $43 C/U	1 CAJAS A $39 C/U	0,001 CAJAS DE 1000 UNIDADES A $39
	PIROTINES	PIROTINES	N°8	$52,00	1.000,00	$47,00	1,00	$47,00	9,62	CAJA	CAJA DE 1000 UNIDADES  DE N°8 A $52 C/U	1 CAJAS A $47 C/U	0,001 CAJAS DE 1000 UNIDADES A $47
	PIROTINES	PIROTINES	N°9	$54,00	1.000,00	$49,00	1,00	$49,00	9,26	CAJA	CAJA DE 1000 UNIDADES  DE N°9 A $54 C/U	1 CAJAS A $49 C/U	0,001 CAJAS DE 1000 UNIDADES A $49
	PIROTINES	PIROTINES	N°10	$90,00	1.000,00	$81,00	1,00	$81,00	10,00	CAJA	CAJA DE 1000 UNIDADES  DE N°10 A $90 C/U	1 CAJAS A $81 C/U	0,001 CAJAS DE 1000 UNIDADES A $81
	PIROTINES	PIROTINES	N°10L	$67,00	1.000,00	$61,00	1,00	$61,00	8,96	CAJA	CAJA DE 1000 UNIDADES  DE N°10L A $67 C/U	1 CAJAS A $61 C/U	0,001 CAJAS DE 1000 UNIDADES A $61
	PIROTINES	PIROTINES	N°11	$93,00	1.000,00	$83,00	1,00	$83,00	10,75	CAJA	CAJA DE 1000 UNIDADES  DE N°11 A $93 C/U	1 CAJAS A $83 C/U	0,001 CAJAS DE 1000 UNIDADES A $83
COD.			                  PLATOS DESCARTABLES                     X MENOR                                                                   X MAYOR	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	PLATOS	PLATOS DESCARTABLES	 17 CMS BLANCO ECONOMICO	$22,00	50,00	$20,00	1,00	$20,00	9,09	PAQ	PAQ DE 50 UNIDADES  DE  17 CMS BLANCO ECONOMICO A $22 C/U	1 PAQS A $20 C/U	0,02 PAQS DE 50 UNIDADES A $20
	PLATOS	PLATOS DESCARTABLES	 22 CMS BLANCO ECONOMICO	$37,00	50,00	$33,00	1,00	$33,00	10,81	PAQ	PAQ DE 50 UNIDADES  DE  22 CMS BLANCO ECONOMICO A $37 C/U	1 PAQS A $33 C/U	0,02 PAQS DE 50 UNIDADES A $33
	PLATOS	PLATOS DESCARTABLES	 17 CMS BLANCO BAN-PLAST	$28,00	50,00	$25,00	1,00	$25,00	10,71	PAQ	PAQ DE 50 UNIDADES  DE  17 CMS BLANCO BAN-PLAST A $28 C/U	1 PAQS A $25 C/U	0,02 PAQS DE 50 UNIDADES A $25
	PLATOS	PLATOS DESCARTABLES	 22 CMS BLANCO BAN-PLAST	$50,00	50,00	$55,00	1,00	$55,00	-10,00	PAQ	PAQ DE 50 UNIDADES  DE  22 CMS BLANCO BAN-PLAST A $50 C/U	1 PAQS A $55 C/U	0,02 PAQS DE 50 UNIDADES A $55
	PLATOS	PLATOS DESCARTABLES	OCTOGONAL PLASTICO 17 CMS	$243,00	100,00	$219,00	1,00	$219,00	9,88	PAQ	PAQ DE 100 UNIDADES  DE OCTOGONAL PLASTICO 17 CMS A $243 C/U	1 PAQS A $219 C/U	0,01 PAQS DE 100 UNIDADES A $219
	PLATOS	PLATOS DESCARTABLES	OCTOGONAL PLASTICO 22 CMS	$365,00	100,00	$329,00	1,00	$329,00	9,86	PAQ	PAQ DE 100 UNIDADES  DE OCTOGONAL PLASTICO 22 CMS A $365 C/U	1 PAQS A $329 C/U	0,01 PAQS DE 100 UNIDADES A $329
													
COD.			           PLATOS Y BANDEJAS  DORADAS	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	BANDEJAS	BANDEJAS DORADAS	  1/4 KILO	$2,00	100,00	$1,80	100,00	$180,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE   1/4 KILO A $2 C/U	100 PAQS A $1,8 C/U	1 PAQS DE 100 UNIDADES A $180
	BANDEJAS	BANDEJAS DORADAS	  1/2 KILO	$3,00	50,00	$2,70	50,00	$135,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE   1/2 KILO A $3 C/U	50 PAQS A $2,7 C/U	1 PAQS DE 50 UNIDADES A $135
	BANDEJAS	BANDEJAS DORADAS	  3/4 KILO	$3,50	50,00	$3,14	50,00	$157,00	10,29	PAQ	PAQ DE 50 UNIDADES  DE   3/4 KILO A $3,5 C/U	50 PAQS A $3,14 C/U	1 PAQS DE 50 UNIDADES A $157
	BANDEJAS	BANDEJAS DORADAS	    1   KILO	$4,00	50,00	$3,60	50,00	$180,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE     1   KILO A $4 C/U	50 PAQS A $3,6 C/U	1 PAQS DE 50 UNIDADES A $180
	BANDEJAS	BANDEJAS DORADAS	 1 1/2 KILO	$5,00	50,00	$4,20	50,00	$210,00	16,00	PAQ	PAQ DE 50 UNIDADES  DE  1 1/2 KILO A $5 C/U	50 PAQS A $4,2 C/U	1 PAQS DE 50 UNIDADES A $210
	BANDEJAS	BANDEJAS DORADAS	    2   KILO	$7,00	50,00	$5,40	50,00	$270,00	22,86	PAQ	PAQ DE 50 UNIDADES  DE     2   KILO A $7 C/U	50 PAQS A $5,4 C/U	1 PAQS DE 50 UNIDADES A $270
	BANDEJAS	BANDEJAS DORADAS	 2 1/2 KILO	$7,50	50,00	$5,40	50,00	$270,00	28,00	PAQ	PAQ DE 50 UNIDADES  DE  2 1/2 KILO A $7,5 C/U	50 PAQS A $5,4 C/U	1 PAQS DE 50 UNIDADES A $270
	BANDEJAS	BANDEJAS DORADAS	    3   KILO	$8,00	50,00	$6,76	50,00	$338,00	15,50	PAQ	PAQ DE 50 UNIDADES  DE     3   KILO A $8 C/U	50 PAQS A $6,76 C/U	1 PAQS DE 50 UNIDADES A $338
	PLATOS	PLATOS DORADOS	   22 CMS	$3,00	50,00	$2,70	50,00	$135,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE    22 CMS A $3 C/U	50 PAQS A $2,7 C/U	1 PAQS DE 50 UNIDADES A $135
	PLATOS	PLATOS DORADOS	   24 CMS	$4,00	50,00	$3,14	50,00	$157,00	21,50	PAQ	PAQ DE 50 UNIDADES  DE    24 CMS A $4 C/U	50 PAQS A $3,14 C/U	1 PAQS DE 50 UNIDADES A $157
	PLATOS	PLATOS DORADOS	   26 CMS	$4,50	50,00	$3,60	50,00	$180,00	20,00	PAQ	PAQ DE 50 UNIDADES  DE    26 CMS A $4,5 C/U	50 PAQS A $3,6 C/U	1 PAQS DE 50 UNIDADES A $180
	PLATOS	PLATOS DORADOS	   28 CMS	$5,00	50,00	$4,08	50,00	$204,00	18,40	PAQ	PAQ DE 50 UNIDADES  DE    28 CMS A $5 C/U	50 PAQS A $4,08 C/U	1 PAQS DE 50 UNIDADES A $204
	PLATOS	PLATOS DORADOS	   31 CMS	$5,50	50,00	$4,50	50,00	$225,00	18,18	PAQ	PAQ DE 50 UNIDADES  DE    31 CMS A $5,5 C/U	50 PAQS A $4,5 C/U	1 PAQS DE 50 UNIDADES A $225
	PLATOS	PLATOS DORADOS	   34 CMS	$6,50	50,00	$5,40	50,00	$270,00	16,92	PAQ	PAQ DE 50 UNIDADES  DE    34 CMS A $6,5 C/U	50 PAQS A $5,4 C/U	1 PAQS DE 50 UNIDADES A $270
	PLATOS	PLATOS DORADOS	   36 CMS	$7,00	50,00	$5,86	50,00	$293,00	16,29	PAQ	PAQ DE 50 UNIDADES  DE    36 CMS A $7 C/U	50 PAQS A $5,86 C/U	1 PAQS DE 50 UNIDADES A $293
COD.			     RESMAS DE PAPEL P/FOTOCOPIAS 	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	RESMAS	RESMAS DE PAPEL PARA FOTOCOPIAS AUTOR	A4  70GR 	$57,00	500,00	$54,00	12,00	$648,00	5,26	PAQ	PAQ DE 500 UNIDADES  DE A4  70GR  A $57 C/U	12 PAQS A $54 C/U	0,024 PAQS DE 500 UNIDADES A $648
	RESMAS	RESMAS DE PAPEL PARA FOTOCOPIAS AUTOR	A4  75GR 	$64,00	500,00	$61,00	10,00	$610,00	4,69	PAQ	PAQ DE 500 UNIDADES  DE A4  75GR  A $64 C/U	10 PAQS A $61 C/U	0,02 PAQS DE 500 UNIDADES A $610
	RESMAS	RESMAS DE PAPEL PARA FOTOCOPIAS AUTOR	A4  80GR  	$70,00	500,00	$66,00	10,00	$660,00	5,71	PAQ	PAQ DE 500 UNIDADES  DE A4  80GR   A $70 C/U	10 PAQS A $66 C/U	0,02 PAQS DE 500 UNIDADES A $660
	RESMAS	RESMAS DE PAPEL PARA FOTOCOPIAS AUTOR	OFICIO  70GR        	$75,00	500,00	$71,00	10,00	$710,00	5,33	PAQ	PAQ DE 500 UNIDADES  DE OFICIO  70GR         A $75 C/U	10 PAQS A $71 C/U	0,02 PAQS DE 500 UNIDADES A $710
	RESMAS	RESMAS DE PAPEL PARA FOTOCOPIAS AUTOR	OFICIO  75GR        	$69,00	500,00	$65,00	10,00	$650,00	5,80	PAQ	PAQ DE 500 UNIDADES  DE OFICIO  75GR         A $69 C/U	10 PAQS A $65 C/U	0,02 PAQS DE 500 UNIDADES A $650
													
COD.			               CARTELES/ESTALLIDOS	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	CARTELES	FAJAS AUT.VARIOS MOTIVOS	GRANDES	$18,00	1,00	$16,00	1,00	$16,00	11,11	NOSE	1 NOSE DE GRANDES A $18	1 NOSES A $16 C/U	1 NOSES A $16
	CARTELES	FAJAS AUT.VARIOS MOTIVOS	CHICOS	$10,00	1,00	$9,00	1,00	$9,00	10,00	NOSE	1 NOSE DE CHICOS A $10	1 NOSES A $9 C/U	1 NOSES A $9
	ESTALLIDOS	ESTALLIDOS	   Nº 1	$3,00	20,00	$2,50	1,00	$2,50	16,67	PAQ	PAQ DE 20 UNIDADES  DE    Nº 1 A $3 C/U	1 PAQS A $2,5 C/U	0,05 PAQS DE 20 UNIDADES A $2,5
	ESTALLIDOS	ESTALLIDOS	   Nº 2	$4,00	20,00	$3,50	1,00	$3,50	12,50	PAQ	PAQ DE 20 UNIDADES  DE    Nº 2 A $4 C/U	1 PAQS A $3,5 C/U	0,05 PAQS DE 20 UNIDADES A $3,5
	ESTALLIDOS	ESTALLIDOS	   Nº 3	$6,00	20,00	$5,00	1,00	$5,00	16,67	PAQ	PAQ DE 20 UNIDADES  DE    Nº 3 A $6 C/U	1 PAQS A $5 C/U	0,05 PAQS DE 20 UNIDADES A $5
